Unnamed: 0,count,hate_speech,offensive_language,neither,class,tweet,label,p_AAE,dialect_strict,dialect_relaxed,dialect_strict_bin,dialect_relaxed_bin
7092,3,0,3,0,1,rbomem you a broke bitch too,1,0.7206401517601936,SAE,AAE,0,1
4752,3,0,0,3,2,svl305 but leemcastro is not even a blogger he doesnt have the moxy or credentials to do anything by himself and create a brand,0,0.03483505446541534,SAE,SAE,0,0
23376,3,0,0,3,2,why no boycott of racist redskins redskins changethename changethemascot,0,0.2054225542803227,SAE,SAE,0,0
11284,3,0,0,3,2,i uploaded a youtube video update on uganda antigay bill freemasonry angloamerican influence and,0,0.04924762308309743,SAE,SAE,0,0
19737,3,0,3,0,1,rt jackiengvyen all talk blahblah bye bitch,1,0.7674261005906274,SAE,AAE,0,1
12486,3,0,0,3,2,just when im feeling totally useless in the world another baby bird found in need of tlc just call me drdolittle,0,0.27428804199381396,SAE,SAE,0,0
12674,3,0,0,3,2,let the jig commence,0,0.6159028903170036,SAE,AAE,0,1
18704,3,0,3,0,1,rt _johnfkennedy_ fuck bitches get reelected teamjfk,1,0.9256329982868746,AAE,AAE,1,1
16492,3,0,0,3,2,rt lrtc1 magnus the team leader was particularly rude and unhelpful as opposed to charlie who just blatantly lied awful service s,0,0.01155113905506344,SAE,SAE,0,0
12031,3,0,0,3,2,im in mickey ds and he gone ask for a double cheese burger wit no cheese foh,0,0.8625766965806445,AAE,AAE,1,1
13379,3,0,3,0,1,my lil cool ass bitch she from northside,1,0.973526927525155,AAE,AAE,1,1
705,3,0,3,0,1,degenerateartist isnt a bitch walks back his words isnt a witch who questions a turd im a glitch who evolves your absurd,1,0.07635752911445025,SAE,SAE,0,0
13367,3,0,2,1,1,my high school need to gon and throw a hood reunion party everybody knows we was ghetto as hell,1,0.8200972507432651,AAE,AAE,1,1
6588,3,0,3,0,1,kieffer_jason nathanndevlin zach_smith98 bitch thats next year come on the weekend,1,0.453928115376027,SAE,SAE,0,0
9377,3,0,2,1,1,first thing she wit ya next minute she against ya like that hoe from the clippers,1,0.8508877388289267,AAE,AAE,1,1
16303,3,0,1,2,2,rt kmoquality scholen waar directie leerkrachten pest kunt u zich voorstellen hoe groot pestproblematiek onder leerlingen wel moet zijn,0,0.21113634424853123,SAE,SAE,0,0
17901,3,0,1,2,2,rt sydhinton922 if your boy breaks up with you and has a new girlfriend a couple days later then there was something you didnt know abo,0,0.08526696329784496,SAE,SAE,0,0
8841,3,0,3,0,1,daiya nagore gets her pussy fucked and sucks cock for pleasure,1,0.2434446940090701,SAE,SAE,0,0
621,3,0,1,2,2,you hit no lights no line for toco bell at 2 in he morning and dianas back in her house its a miracle charlie dianaaaxo,0,0.2582856798458331,SAE,SAE,0,0
6503,6,1,5,0,1,justinclark_5 oh i forgot you retarded lol lemme break it down for you where the bg hoes at lmao,1,0.5671776348863777,SAE,SAE,0,0
4121,3,0,3,0,1,m_talleywacker miss you ya fucker send me a txt every now and again like ya used to all ill do the same ya twat p,1,0.32006985888464395,SAE,SAE,0,0
3313,3,0,1,2,2,gopblackchick barrackobama just said uswas full of nicegivingsmart ppli thought we were meanunexceptionalbitter clingersevolved,0,0.06197994075976887,SAE,SAE,0,0
22546,3,0,0,3,2,this is so much fun 1ubb 1ndiana hoosiers hoosierdaddy,0,0.0017806109883666311,SAE,SAE,0,0
24457,3,0,3,0,1,kleopatra ivory skinned nubile kleopatra fingers her shaved pussy,1,0.8481920947081204,AAE,AAE,1,1
22604,3,0,1,2,2,this recolored pictured of abraham lincoln is one of the coolest things ive seen in a while,0,0.0020559406148299266,SAE,SAE,0,0
11977,3,0,3,0,1,if you will fuck or try and fuck ya niccas girl you a buster lol,1,0.6377743854187075,SAE,AAE,0,1
18130,3,0,0,3,2,rt thetumblrposts this is why charlie sheen is an idol,0,0.08704098384906181,SAE,SAE,0,0
5678,3,0,3,0,1,andreajmarkley gantaro47 yes sorry grant im a bitch so im going to ignore you like most libtards ignore the majority voice,1,0.13667064720762984,SAE,SAE,0,0
8191,3,0,0,3,2,beautiful fairy elegant dress,0,0.0030472922662641904,SAE,SAE,0,0
15370,3,0,0,3,2,rt dodgers gracias por jugar con el corazon ahora a ganarle a los yankees tommylasorda,0,0.00022368590642448383,SAE,SAE,0,0
24951,3,0,0,3,2,so mad we live in a world where whitey can go to jail for a word other folks wear right on their hats tshirts if i wore that shirt,0,0.30391783703286884,SAE,SAE,0,0
2249,3,0,3,0,1,1 2 3 4 5 im too drunk to walk lets drive i got bitches with me all night and the party dont start til the drugs arrive loaded,1,0.2966926443447956,SAE,SAE,0,0
15909,3,0,3,0,1,rt humxnerror we cant be cool if you gonna be a little bitch all the time,1,0.19318081279111382,SAE,SAE,0,0
18317,9,1,8,0,1,rt unapologetic4 rt poochda63 x___x rt cocainemouth only twitter niggas care bout hairy pussy them 5 niggas i fucked today aint gi,1,0.9597475240484932,AAE,AAE,1,1
17874,3,0,0,3,2,rt sum_pfeif did wagggggie seriously steal my halloween oreos,0,0.0057161659069467,SAE,SAE,0,0
17605,3,0,3,0,1,rt savenohoes this nigga kanye looking at his ice cream like hoe ass ice cream you aint as cold as kanye,1,0.7178334305658405,SAE,AAE,0,1
11678,3,0,3,0,1,im so glad i dont wake up lookin like one those medusa lookin bitches,1,0.7549916938674889,SAE,AAE,0,1
13057,6,1,2,3,2,man talk to em rt straightcash08 of course nothing is wrong with applebees if you like trash food,0,0.4268903348359721,SAE,SAE,0,0
22891,3,0,3,0,1,verizon customer service is trash as fuck ive been in the store havent been greeted or nothing,1,0.08039221014940191,SAE,SAE,0,0
12853,3,1,2,0,1,lmaoooooooo rt 80sbaby4life you woke up a faggot didnt you rt maxin_betha my nigga aint get carded since i was a sophomore b,1,0.5139043753832419,SAE,SAE,0,0
10121,3,0,3,0,1,hoes be prayin niccas dnt kno dat background,1,0.998651068055619,AAE,AAE,1,1
16339,3,0,2,1,1,rt ke2yourheart i dont play about the monkey you have to earn this shit,1,0.5033686685510234,SAE,SAE,0,0
20267,3,0,0,3,2,rt paulabruederle some birds arent meant to be caged,0,0.24798104129064136,SAE,SAE,0,0
24295,3,1,2,0,1,every time i ask for something the waitress touches my knee till im done asking that mean she tryna give a nigga some pussy dont it,1,0.6331940327939678,SAE,AAE,0,1
6103,3,1,2,0,1,eonline she looks like a real dyke now,1,0.5131098712707158,SAE,SAE,0,0
2850,3,0,1,2,2,carlavanderwaal jaymaroley als je over syrie tweet volg partisangirl maar zij komt er vandaan zal je precies uitleggen hoe of wat,0,0.3626004087723262,SAE,SAE,0,0
13052,3,0,0,3,2,man im glad im around to see the redskins go to the playoffs considering it only happens once in a lifetime redskinsblow,0,0.2562935630298021,SAE,SAE,0,0
2895,3,0,0,3,2,charlie4927 hi charlie have a great day,0,0.005009456438013411,SAE,SAE,0,0
17297,3,2,1,0,0,rt plainblack_d get these trash ass niggas outta my stadium,1,0.9053848521295509,AAE,AAE,1,1
25263,3,0,3,0,1,you a hoe nigga forreal,1,0.9651738396109957,AAE,AAE,1,1
4080,3,0,3,0,1,lovelyaumeri i thought you was talm bout the school wifi i was gon say all you had to do was ask a bitch,1,0.6555266404566485,SAE,AAE,0,1
15600,3,1,2,0,1,rt friendlyassh0le if you dont text me first we dont text at all thats why youre lonely and single you stupid bitch,1,0.24551459828945207,SAE,SAE,0,0
8196,3,0,3,0,1,because idk if your still tryna get with her again or not bitch i might be,1,0.45381079347949266,SAE,SAE,0,0
24549,3,0,3,0,1,if u get mad or in ur feelings bout zoes vs yanks tweets then twitter aint for u i be rolling at this shit tho,1,0.8772896752268681,AAE,AAE,1,1
24065,3,0,3,0,1,and if thats yo bitch then you may have to fight holmezz,1,0.5242443824334576,SAE,SAE,0,0
8566,3,0,0,3,2,cant be many things worse than having cops interrupted because a friggin yankee game is still going on,0,0.008552927994995097,SAE,SAE,0,0
5757,3,0,0,3,2,beepbeepamanda today was talk like a pirate day and absolutely nobody knew id been doing a charlie morton impersonation all day,0,0.10570023126793625,SAE,SAE,0,0
6892,3,0,3,0,1,mjziccardi that mindless twat is shitting on hiphop hahahaha,1,0.38927911058685016,SAE,SAE,0,0
6250,3,0,3,0,1,heartlle kaleigh_mcnasty bitch look like she gon blow away fr,1,0.9752878770733133,AAE,AAE,1,1
2939,3,0,0,3,2,cogitoergobibo penske runs the 22 in nascar its yellow theres a sponsor already there wouldmakealottasense,0,0.0074781531014634,SAE,SAE,0,0
3607,3,0,3,0,1,inkedup_tiny ___ still shouldve walked over and said something pussy,1,0.7997866445262732,SAE,AAE,0,1
19638,3,0,3,0,1,rt iadorewomen_ all relationships come w hatin ass hoes drama jealousy arguments all that only real couples laugh at the shit,1,0.8139571290546499,AAE,AAE,1,1
17954,3,0,0,3,2,rt talibkweli do you want to hear the truth or are you only looking to hear what makes you feel all warm and fuzzy inside i choose truth,0,0.021443854152954,SAE,SAE,0,0
11069,3,0,1,2,2,i need sleep but cant seem to get that place that lets you clam down and sleep,0,0.3199211509823515,SAE,SAE,0,0
17859,3,0,1,2,2,rt sttbs73 i see the crazy teabaggers have given up on defunding obamacare and have moved on to using veterans 1mvetmarch,0,0.02170798101851543,SAE,SAE,0,0
15885,3,0,3,0,1,rt hoodbibie and on the 7th day god said these hoes are for everybody,1,0.5495984339864896,SAE,SAE,0,0
4532,3,0,0,3,2,pepper_redbone yankees mets i miss nyc nashville needs a pro al team the closest is kc or tampa thats pretty bad the south is nl,0,0.007247731798165402,SAE,SAE,0,0
9162,3,0,0,3,2,early bird gets the worm right hopefully i get a job soon after today,0,0.06626112050427832,SAE,SAE,0,0
15512,3,0,0,3,2,rt fazespacely how bad u want something is meaningless if how bad youre willing to work for the thing u want isnt 10xs as intense as ho,0,0.1350358391175819,SAE,SAE,0,0
22014,3,0,0,3,2,the family of ron oneal needs to sue wutang for that trash song they released in his name,0,0.37777136941017436,SAE,SAE,0,0
16793,3,0,0,3,2,rt megancammalleri thank you to the perkins student section for participating in the yellow out we all really appreciated it,0,0.00919378993838587,SAE,SAE,0,0
9196,3,0,0,3,2,enjoying my bed just perfect for me my teddy bear and monkey it singlelife bed teddybear,0,0.08663374016454405,SAE,SAE,0,0
23758,3,0,1,2,2,you can only say the word negro if its attached to the word league then were totally cool guys,0,0.10059950840399683,SAE,SAE,0,0
1940,3,0,3,0,1,snoleezey801 uce_ina we single cuz only hoes are left all the good ones taken lmaoany female on the tl thats singleyou a snobop,1,0.6889937843931302,SAE,AAE,0,1
8615,3,0,3,0,1,carol is gonna george and lenny this bitch,1,0.10011088290084191,SAE,SAE,0,0
548,3,0,1,2,2,only a couple of red sox have gotten past first base im dying laughing maybe the yanks need to teach them some game,0,0.023223951621311262,SAE,SAE,0,0
11021,3,0,0,3,2,i luh to lick the middle like an oreo,0,0.4575571112797791,SAE,SAE,0,0
10096,3,1,2,0,1,his boyfriend gonna be like you aint make a team im straight fag zrawtaroli the rams really cut michael sam wow,1,0.23888986056455935,SAE,SAE,0,0
11242,3,0,0,3,2,i think ill just eat this brownie and pass out,0,0.07938885200547992,SAE,SAE,0,0
9285,3,0,0,3,2,ff has been consistently one of marvels worst properties ultimate ff was good but the entire ultimate universe is now in the trash,0,0.013466172123338692,SAE,SAE,0,0
2810,6,1,5,0,1,callmerenee_ my bad bitch im logged in on everybody shit,1,0.9454649398370764,AAE,AAE,1,1
19113,3,0,0,3,2,rt bspence5 morning_joe msnbc new census questionstempest in teapotaca stayscosts down75milgetting covered is a success story to,0,0.004776784808273414,SAE,SAE,0,0
11584,3,0,0,3,2,im in my bed like half asleep and stuff but i really want that oreo coffee coolatta,0,0.042454756938099136,SAE,SAE,0,0
3949,3,0,0,3,2,kingluger carne asada gallo pinto tajadas verde queso frito and a salad with milca,0,0.002277798466627552,SAE,SAE,0,0
16372,3,0,0,3,2,rt kiaranicole_x _joaries kash_wingatelfc chanchan_ox babes we buy brazilian and peruvian not bengali,0,0.025196251940729768,SAE,SAE,0,0
21855,3,0,0,3,2,that front flip was trash thats how i front flip into the swimming pool and land on my back every time,0,0.07634888482200844,SAE,SAE,0,0
9009,6,0,0,6,2,do you know where i grew up skippy mouzone_brother psherm07 echoeserrant gigg423 jstines3,0,0.6862798880276704,SAE,AAE,0,1
17608,3,0,3,0,1,rt saymyname_bella i love my big booty bitches,1,0.8328886533785842,AAE,AAE,1,1
11241,3,0,0,3,2,i think ill have salad bar for lunch today gotta make up for the birthday brownies somehow lasthurrahthendietstarts,0,0.06312970075758349,SAE,SAE,0,0
9615,6,5,1,0,0,geez i think northkorea may be right barackobama is a monkey surely acts like one,1,0.06914917627188247,SAE,SAE,0,0
5170,3,1,2,0,1,tomcatstraight tounge punching smelly turtle pussy,1,0.43061133495728915,SAE,SAE,0,0
20752,3,0,0,3,2,rt wcvbkelleyt just me or are there a lot of tweets from media tonight about election night food for the record cheese crackers s,0,0.0070206164520502275,SAE,SAE,0,0
1388,3,1,0,2,2,kik2clean brah wiz cheated she had hair like a dyke uh duh,0,0.900315704025089,AAE,AAE,1,1
22792,3,0,3,0,1,tyga is a hoe he pooted in my muthafuckin face we bout to fight bruh,1,0.9627796767821593,AAE,AAE,1,1
17714,3,0,0,3,2,rt simplyperfectt_ girls dont let a guy treat you like a yellow starburst you are a pink starburst,0,0.11072341909735853,SAE,SAE,0,0
1670,3,0,2,1,1,_bunnycocaine_ oomf a hoe hopper,1,0.7743708311537191,SAE,AAE,0,1
1599,3,0,3,0,1,therealtootie i smoke like 20 backwoods a day cop dem bitches by da box woe,1,0.8701774056488276,AAE,AAE,1,1
5186,3,0,3,0,1,trillvanillaaa bitch,1,0.9683397510659938,AAE,AAE,1,1
13053,3,0,0,3,2,man in zebra print dress robs bank,0,0.12404345295896825,SAE,SAE,0,0
13259,3,0,0,3,2,my hawaiian thought of the day no aloha for muzzie pigs ever,0,0.005974056021049937,SAE,SAE,0,0
8149,3,0,3,0,1,bad chicks send em in basic hoes toss em out cant even get waffle house hating niggas chalk em out gone get the coffin out,1,0.963563304477337,AAE,AAE,1,1
18221,3,0,0,3,2,rt toxicityy1 gwen stefanis new single is trash her hilary duff britney and fergie have to give it up and go raise your kids and judg,0,0.04144327250750481,SAE,SAE,0,0
3891,3,0,1,2,2,keiveeb yellow shirt hat turnt to da side,0,0.9103274888603091,AAE,AAE,1,1
6829,3,1,2,0,1,matty_2_fatty fuck you bitch wheres my sleeve,1,0.26780967817815443,SAE,SAE,0,0
997,3,0,3,0,1,bitches get stuff done,1,0.9430138485979986,AAE,AAE,1,1
9544,9,2,7,0,1,fuck these hoes im gone,1,0.9970101995626102,AAE,AAE,1,1
7583,3,0,3,0,1,youngblackbitch raspy ass voice annoying bitch,1,0.4003739121415503,SAE,SAE,0,0
10970,3,0,3,0,1,i lose ovo followers every year 100 bitches unfollowed me because of my hold on were going home rants a hoe athem is a hoe anthem,1,0.3314339901199613,SAE,SAE,0,0
18554,3,0,0,3,2,rt yankees analyzing the impact of masahiro tanaka on springtraining daily brought to you by yankeesondemand,0,0.0026556724399564454,SAE,SAE,0,0
10088,3,0,3,0,1,high thenna bitch thats y im tweeting,1,0.8840267264260171,AAE,AAE,1,1
16332,3,0,3,0,1,rt kattwilliams a milf is a sexy ass mom over 35 if youre 20 youre just a bitch with a baby,1,0.08798835595530971,SAE,SAE,0,0
3625,3,0,1,2,2,itsmander you tryin to say ofay,0,0.7735879620491697,SAE,AAE,0,1
22429,6,0,6,0,1,this bitch has two jobs and is starting school on the 26th fuckwhatyouheard,1,0.08202858780225858,SAE,SAE,0,0
8202,3,0,3,0,1,been a while since its just been me solo at the crib feeling kinda lonely like a hoe,1,0.5772196069842761,SAE,SAE,0,0
19234,4,0,0,4,2,rt cwissi beanies for life,0,0.004826368704695788,SAE,SAE,0,0
2392,3,1,0,2,2,abc its time amend 14th amendment it was written to protect newly freed ex slaves its lived its purpose time to end anchor baby loophole,0,0.1705125889358732,SAE,SAE,0,0
11998,3,0,1,2,2,iggy is trending twitters trash today,0,0.04103523825646799,SAE,SAE,0,0
2430,3,1,2,0,1,adrian1_knowsu nigglet,1,0.0240858498751484,SAE,SAE,0,0
321,3,0,3,0,1,bleedingtrap god teeth gold chain white bitches cocaine,1,0.9134157083909278,AAE,AAE,1,1
1762,3,0,3,0,1,colormeprettyyy xo_tavia bitch im back at home now,1,0.7307373873917492,SAE,AAE,0,1
21302,3,0,0,3,2,sinai jihadi group beheads 3 accused of being spies of the jews via breitbartnews,0,0.0007888502450056372,SAE,SAE,0,0
14507,3,0,0,3,2,rt amazingtiming bad monkey amazingtiming,0,0.4747670125716877,SAE,SAE,0,0
17135,3,1,2,0,1,rt oitnbhumor guess who stolefucked yo bitch,1,0.9833429961490343,AAE,AAE,1,1
4966,6,0,0,6,2,tmz britneyspears mickey mouse ears hatand tail for that matter,0,0.2668439154923511,SAE,SAE,0,0
20903,3,1,2,0,1,rt if you agree northkorea says barackobama looks like a monkey who belongs in an african zoo rofl,1,0.07702369164760657,SAE,SAE,0,0
16203,6,0,6,0,1,rt joebudden shes not a hoe cuz she had sex before bro lol,1,0.7112177049974989,SAE,AAE,0,1
11596,3,0,3,0,1,im just salty bitch,1,0.9782340405261257,AAE,AAE,1,1
10588,3,0,0,3,2,i from the planet of apes king kong clips,0,0.05871420825549299,SAE,SAE,0,0
4251,3,0,1,2,2,misplaced_momma hello dare momma i show glad dat u follow me u lbe screamin hot in dem pitchers you eva b wit colored men,0,0.8168189335368485,AAE,AAE,1,1
18605,3,0,3,0,1,rt yungmigo rt shane_a1 i done went wit a hoe before frfr so who am i to judge,1,0.7556791569167364,SAE,AAE,0,1
9458,3,0,0,3,2,friendly advice to western reporters in kobane dont advertise your location jihadis are tracking u consider u a highprize target isis,0,0.30487291439854786,SAE,SAE,0,0
3206,3,0,0,3,2,ericbaetsle your a greaser,0,0.0027358199103297317,SAE,SAE,0,0
4455,3,0,3,0,1,o_shititslaura haha because im too cool for them hoes lmao jk i got reported supposedly that i was a fake account,1,0.27104109570190754,SAE,SAE,0,0
3500,3,2,1,0,0,huffingtonpost y dont that bitch just shoot herself so sick of all those whores,1,0.26623407698002877,SAE,SAE,0,0
17876,3,0,0,3,2,rt sunsentinel the sunsentinel editorial board endorses charlie crist for governor better for floridians http,0,0.0033866416767013487,SAE,SAE,0,0
11187,3,0,3,0,1,i still see plenty basic bitches with iphone 4s,1,0.8036235421450586,AAE,AAE,1,1
14840,3,0,1,2,2,rt broganwebber wiz is garbage to be put in the trash can known as beyoncé to be put in a dumpster known as the vmas,0,0.1640127903667813,SAE,SAE,0,0
10167,3,0,1,2,2,houston has so many trash drivers,0,0.009870290003189732,SAE,SAE,0,0
1319,3,0,3,0,1,haifuckedyogirl eat her pussy nd look at her like this,1,0.945631362707136,AAE,AAE,1,1
11360,3,0,0,3,2,i went to see this is where i leave you at a movie theater with tables and real food it was fun i ordered a brownie dessert p,0,0.09311920230713103,SAE,SAE,0,0
15267,3,0,3,0,1,rt damiah_daddyx3 lmao i fucks with havemercyyy kalikushdoll_ real talk them bitches know how to have fun,1,0.4458853352706583,SAE,SAE,0,0
22209,3,0,3,0,1,these bitches washed up aint no soap involved,1,0.9658088038830501,AAE,AAE,1,1
8215,3,1,0,2,2,being coons fattravis_6200 at tiffany_p0rsche yall are amazing,0,0.4043589603150097,SAE,SAE,0,0
17478,3,0,1,2,2,rt rene_gadecowboy i have to agree with charlie hes spot on,0,0.03499057411629567,SAE,SAE,0,0
20441,3,0,1,2,2,rt shakiraevanss criticize amanda for saying the n word sure but dont make jokes about her sexual assault dont be trash,0,0.3951096732236426,SAE,SAE,0,0
16371,3,0,0,3,2,rt kiantedevuan_ beautiful smiles and colored eyes,0,0.0055707210372652315,SAE,SAE,0,0
8593,3,0,0,3,2,cant tell if mexico has been impressive or if brazil has just been trash today,0,0.04475338754437949,SAE,SAE,0,0
474,3,0,0,3,2,i am a thrill billywith a hillbilly heart billyraycyrus hahahahaha jesus murphy,0,0.0048773236706509005,SAE,SAE,0,0
25133,3,0,0,3,2,u horealwizkhalifa u hot i really like the way u keep te flow natural,0,0.8097581511813944,AAE,AAE,1,1
4338,3,0,3,0,1,nflbadwitch bitch please dont get shot doug thejazzybelle,1,0.7474617848979433,SAE,AAE,0,1
18918,3,0,3,0,1,rt _yeaimmaboss 100046729 i wonder if i oomf i be like i want fuck would i be wrong or you a be one brave as bitch,1,0.3433017241636579,SAE,SAE,0,0
17849,3,0,1,2,2,rt stonerboii2cold trevaughnlg moma said no pussy cats inside my dog house thats what got bro nem locked inside the dog pound,0,0.6605015058912987,SAE,AAE,0,1
775,3,2,1,0,0,rebelscience is using an actual woman as a genetic engineering lab for all natural clones or something faggot rome,1,0.009027922124440691,SAE,SAE,0,0
22697,3,0,0,3,2,tomorrows agenda bake brownies visit a couple open house,0,0.02100714567552972,SAE,SAE,0,0
16518,3,0,0,3,2,rt laurarosencohen askdrmann is having no amici briefs filed on your behalf kind of like charlie brown never ever getting any valentin,0,0.02350705616110021,SAE,SAE,0,0
22851,3,1,2,0,1,uh oh rt vicd713ent control yo bitch if you dont want her in no shit its that simple,1,0.7976219370015682,SAE,AAE,0,1
23953,3,0,1,2,2,youre all just crows on the power lines,0,0.006227445911963911,SAE,SAE,0,0
8638,3,0,0,3,2,chaber books bragadayjah 315 further restrictions on eating certain insects and birds,0,0.007562835615878786,SAE,SAE,0,0
9466,3,1,2,0,1,fronting bitches get that i just got off the island dick then i never hit them up again because im a fronting ass nigga,1,0.8253130354305213,AAE,AAE,1,1
21707,3,0,3,0,1,sweet innocent teen clothes ripped and pussy fingered hard,1,0.11128019722028665,SAE,SAE,0,0
8465,3,0,3,0,1,bussy rt mrtriskaideka is that avi pussy poppin on a handstand,1,0.9204995297879106,AAE,AAE,1,1
1338,3,0,3,0,1,iamclatonbigsby bout to ride my horse to come fuck yo bitchooh em tho,1,0.9249957287986035,AAE,AAE,1,1
17649,3,0,1,2,2,rt sexykarenfisher oh its saturday funny time you better redneck necognize,0,0.04920496021171168,SAE,SAE,0,0
15558,3,1,2,0,1,rt fleebiscuit i look in the mirror and see a pussy ass bitch that sits down when he pees,1,0.4099310120451003,SAE,SAE,0,0
18816,3,0,3,0,1,rt __brookenicole how many bitches have actually gone to the club in a mini skirt js on questionoftheday,1,0.3864251953233387,SAE,SAE,0,0
14423,3,0,0,3,2,rt ap lifelong yankee fan puts aside rooting interest and returns lost red sox world series ring to rightful owner,0,0.0009314273811297091,SAE,SAE,0,0
18781,3,0,0,3,2,rt __e_t___ brown colored eyes are really blue under a layer of melanin,0,0.030661862512506823,SAE,SAE,0,0
19754,3,0,3,0,1,rt jarievee_ 28 basically you cant be bold and be a hoe at the same time,1,0.41146254586381775,SAE,SAE,0,0
3623,3,1,2,0,1,itsmander is you sure you aint colored,1,0.2534083242175024,SAE,SAE,0,0
10911,3,3,0,0,0,i know righttt rt dta_87 i hate fat loud bitches,1,0.7870886102938958,SAE,AAE,0,1
23757,3,0,3,0,1,you can expect me to be a total bitch towards you now yet again,1,0.08012394948281773,SAE,SAE,0,0
6101,3,0,1,2,2,eonline kimkardashian kanyewest mr and mrs trash,0,0.03361655482626934,SAE,SAE,0,0
10605,6,0,6,0,1,i get gwop now that bitch remember me,1,0.7943433072097438,SAE,AAE,0,1
15957,3,0,2,1,1,rt iamricolove these hoes turn into contortionist just so u can see their ass their smile in the same picture smh its hard work thir,1,0.5931970579374201,SAE,SAE,0,0
10927,3,0,3,0,1,i laugh at this bitch,1,0.42375681355378897,SAE,SAE,0,0
18063,4,0,1,3,2,rt thefakeespn red hot chili peppers with the longest nipslip in super bowl half time show history,0,0.0023802667305697113,SAE,SAE,0,0
13034,3,1,2,0,1,man i do have hoes and they are all in the same location,1,0.43705403816465943,SAE,SAE,0,0
8173,3,0,2,1,1,basic niggah in his basic clothing,1,0.6234540158189514,SAE,AAE,0,1
22335,3,0,3,0,1,they had a steak category ran that bitch like a busto,1,0.6557452448688293,SAE,AAE,0,1
22965,3,0,3,0,1,watch yo hoe,1,0.9718816827378528,AAE,AAE,1,1
758,6,0,0,6,2,nowplaying ian hunter once bitten twice shy on 1069thearrow,0,0.3687535197516155,SAE,SAE,0,0
10900,3,0,3,0,1,i know i talk a lot of shit but bitch best believe i can back that shit up,1,0.424011189097158,SAE,SAE,0,0
14160,3,0,3,0,1,photo bad bitch ladykimora your favorite vegas socialite dragrace dragqueen ladykimora,1,0.04861973094490368,SAE,SAE,0,0
10122,3,0,3,0,1,hoes get in this bitch talk about irrelevant shit,1,0.963574987667058,AAE,AAE,1,1
18458,6,0,1,5,2,rt whenrappersaid when joey bada said traded in my nikes for a new mic i guess its safe to say he sold his soles for a new life ht,0,0.2731487049483334,SAE,SAE,0,0
10918,3,0,3,0,1,i know this one hoe on twitter right now thats catfishin shit,1,0.8995296417325483,AAE,AAE,1,1
