Unnamed: 0,count,hate_speech,offensive_language,neither,class,tweet,label,p_AAE,dialect_strict,dialect_relaxed,dialect_strict_bin,dialect_relaxed_bin
9276,3,0,0,3,2,except i used to be super tan and now im yellowpale lol,0,0.09772064672388724,SAE,SAE,0,0
2267,3,0,0,3,2,1996 and 1999 world series rematch yankees braves,0,0.003136174640790209,SAE,SAE,0,0
18764,3,1,2,0,1,rt _traemartinez atrlfan chocolvte_ baesuschrist vikkinosecrets bitch you ugly as fuck are you a fuck tranny get alligator face as,2,0.3083699512151225,SAE,SAE,0,0
24283,3,0,0,3,2,egg nog taste like what bird doodoo look like,0,0.36276056112843746,SAE,SAE,0,0
7329,3,0,3,0,1,tayscalf we should change that to bitch about everything for example my girlfriend dont like the crew i hang with she bae,2,0.45400718933532636,SAE,SAE,0,0
10721,3,0,3,0,1,i hate bitches that have attitudes all the time,2,0.5559956415276357,SAE,SAE,0,0
11910,3,0,3,0,1,if you aint a hoe get up out my trap house reptar_07,2,0.924563635425664,AAE,AAE,1,1
23461,3,0,3,0,1,work is such a bitch right now,2,0.10510417025379677,SAE,SAE,0,0
22168,3,0,3,0,1,theres a girl in your avi you must get so many bitches,2,0.38555489679203453,SAE,SAE,0,0
4464,3,0,0,3,2,oltimebaseball yankees pauloneillyes that matters,0,0.024136332955607312,SAE,SAE,0,0
10987,6,1,5,0,1,i love fat bitches,2,0.6816360475135059,SAE,AAE,0,1
21666,3,0,3,0,1,stupid fucking cunt,2,0.001692276484356857,SAE,SAE,0,0
15593,3,0,3,0,1,rt freemolly_ voiceofdstreetz my bad bro dem hoes heat tho,2,0.9924161948242283,AAE,AAE,1,1
3728,3,0,3,0,1,jawshoeeahhh youre a bitch lol,2,0.21514375372525787,SAE,SAE,0,0
24729,3,0,3,0,1,my bitches getting even badder,2,0.934158163802902,AAE,AAE,1,1
12142,3,0,3,0,1,ionn got no type bad bitches is the only thing that i like,2,0.7242578188492839,SAE,AAE,0,1
14404,3,0,0,3,2,rt achosenword of rain showers weepy fog of soft light cool touch of wild wind that carry music of birds who cease to soar this feel,0,0.06231904030001073,SAE,SAE,0,0
9728,3,1,2,0,1,going for a bitch nigga neck cause nigga am rollin,2,0.9077248140841683,AAE,AAE,1,1
13990,3,1,2,0,1,one thing i always tell my lor cousins big cousins my bitches niggah u always gonna be good regardless,2,0.5737016874650938,SAE,SAE,0,0
17297,3,2,1,0,0,rt plainblack_d get these trash ass niggas outta my stadium,1,0.9053848521295509,AAE,AAE,1,1
18532,3,0,3,0,1,rt ybkalo cuhcuhcuh bitches cant get the ios8 because they have over 10 gb of selfies cuh,2,0.32735073787297114,SAE,SAE,0,0
2162,3,0,3,0,1,yall like sayin money dont buy happiness but name a niggah sitting in a lambo crying,2,0.669869960270249,SAE,AAE,0,1
21211,3,0,3,0,1,she the reason im quick to dip out on a bitch,2,0.870203883217187,AAE,AAE,1,1
5347,3,0,3,0,1,ygjohnston its always a white bitch doing something op lol like they give zero fucks when it comes to dick,2,0.5779105869787861,SAE,SAE,0,0
2496,3,0,2,1,1,andrewjburns1 i would but i got dat new monopoly wit da cardsill hold it up n see if a hoe will let a nigga swipe on credit,2,0.9130392633696011,AAE,AAE,1,1
24438,3,0,3,0,1,hope this bitch is prepared for the aftermath of what she did,2,0.21527886477738453,SAE,SAE,0,0
13686,3,1,2,0,1,niggas wifing hoes ugly bitches i get on facebook just to remind myself im doing fine,2,0.8767100909501072,AAE,AAE,1,1
19477,3,0,0,3,2,rt goddesslaney lajouetreine if you give that statement any thought at all you will realize it makes no sense at all please think abo,0,0.02024289758935403,SAE,SAE,0,0
291,3,0,3,0,1,yungmigo shane_a1 cinco shit harder fucc niggayee but you fucc wit rich homie cuz dats ya homeboy fucc nicca,2,0.9497678584139662,AAE,AAE,1,1
16095,3,1,2,0,1,rt jacksonbynum youre an annoying cunt,2,0.00036381280754715635,SAE,SAE,0,0
3973,3,0,3,0,1,kvrmaa_trill studyfn vlzed says the scrawny nigger,2,0.010062457007544127,SAE,SAE,0,0
11482,3,0,2,1,1,im tryn tell yall brah i went wit a slut n could not stop da bitch frm boppin dat shit scary,2,0.9041503437202113,AAE,AAE,1,1
1463,3,0,3,0,1,nayminaj_xo skinnybee__ lmao my bitch was listening to gospel music w liquor in her hand weaaakkklmfaooooooooo i was crying,2,0.7627997333337342,SAE,AAE,0,1
628,3,0,3,0,1,youre fucked up no shit you dumb ass cunt now go post pictures if your flat ass titties on ig slut,2,0.42714471683970023,SAE,SAE,0,0
21537,3,0,2,1,1,sometimes i wake up on the ceiling the floor outside near a trash can on your mom in hollywood somewhere in a ally somewhere,2,0.07476574156863948,SAE,SAE,0,0
3529,3,0,3,0,1,iamhick3y chillbr0chill bitches on my dick but look at me im fucking beautiful,2,0.5774547539636656,SAE,SAE,0,0
17088,3,0,3,0,1,rt notyourrealpapa thingsiliketodo serenading your bitch,2,0.1900234022172829,SAE,SAE,0,0
15615,3,0,3,0,1,rt friendlyassh0le i dont give a fuck what my ex is doing bitch isnt my problem anymore,2,0.2204757284739272,SAE,SAE,0,0
13721,3,0,3,0,1,no nigga a leave a chick with some good pussy unless he just paper chasin,2,0.9159886750919123,AAE,AAE,1,1
10461,3,0,0,3,2,i dont talk trash regarding sports,0,0.5236817407485245,SAE,SAE,0,0
21820,3,0,3,0,1,that bitch amanda ran away from me,2,0.1539256536392088,SAE,SAE,0,0
7485,3,0,3,0,1,wellheeledking old raglyscrag me and that bitch been places,2,0.35537016591946824,SAE,SAE,0,0
22031,3,0,3,0,1,the homie reallly love fat bitches like in love,2,0.447720406412193,SAE,SAE,0,0
9703,3,1,2,0,1,give me head an kiss yah nigga u a ill bitch,2,0.8661697412456757,AAE,AAE,1,1
2954,3,0,3,0,1,coley_cee my bad bitch ayeee,2,0.9172137489125152,AAE,AAE,1,1
13707,3,1,2,0,1,no bitch you slut rt itsbeebitch__ vianawf chill,2,0.29930745380032286,SAE,SAE,0,0
18627,3,0,3,0,1,rt zayzillaaa archielacombe zayzillaaa thompson_era long as my bitches love me,2,0.6534634395293869,SAE,AAE,0,1
3366,3,2,0,1,0,godsmack_music itunesmusic itunes that band is white trash and only white trash would buy that album,1,0.1704692075844529,SAE,SAE,0,0
805,6,0,6,0,1,tjohngang lil bitch follow me,2,0.9858241375342464,AAE,AAE,1,1
4237,3,0,0,3,2,mikesgraffix malachidupre all that trash talk and we win championships youre boring me dude nationalchamps,0,0.060199336701712146,SAE,SAE,0,0
21465,3,1,2,0,1,some army females just bitch about everything,2,0.8876666900539726,AAE,AAE,1,1
13637,3,1,2,0,1,niggas aint loyal gott bitches stiffer than you,2,0.9873363255635998,AAE,AAE,1,1
20850,6,0,6,0,1,rt yglukeg why is arizona hot as hell and then literally 5 minutes later its fuckin hurricane katrina up in this bitch,2,0.22109547732932633,SAE,SAE,0,0
4514,3,0,3,0,1,paixj_ right these hoes aint loyal,2,0.9974087292286434,AAE,AAE,1,1
21418,6,0,6,0,1,so my coworker is yellin at my other coworker and i so im like who you talkin to cuz its not me then she wanna bktrack like no bitch,2,0.4517846341055927,SAE,SAE,0,0
19025,3,0,3,0,1,rt badgalzolanski retweet if ur dick will choke a bitch,2,0.6882103920872196,SAE,AAE,0,1
19403,3,1,2,0,1,rt eternalhbic porno hoes funny af bc theyll still be like u like this tight ass pussy even tho the dude been fucking for 45 minutes w,2,0.6307404134051757,SAE,AAE,0,1
17470,3,0,3,0,1,rt redtvvitter does my mewtwo make your pussy wet,2,0.26199631295080084,SAE,SAE,0,0
23822,3,0,3,0,1,you just caught this bitch cheatin while you at work shes with some dude tryin to get off fuck slittin her throat cut this bitchs head off,2,0.7480423494908638,SAE,AAE,0,1
21930,3,0,3,0,1,thats your bitch why she acting like she need a man,2,0.8281458078752252,AAE,AAE,1,1
12168,3,0,3,0,1,is there an additional charge for the pussy to listen to my personal problems,2,0.19238053154896598,SAE,SAE,0,0
5509,3,0,3,0,1,_squeezemebaby dont tell the dumb hoes that,2,0.9412428709284294,AAE,AAE,1,1
7794,6,0,6,0,1,all bitches do is graduate get pregnant n become cnas,2,0.7259784310404814,SAE,AAE,0,1
22916,3,0,1,2,2,wh obama wont name holders replacement until you rubes have already cast your midterm ballots hot air,0,0.010006496114809355,SAE,SAE,0,0
631,3,0,0,3,2,your teeth are like the stars aww thanks yeah yellow and far away from each other,0,0.005679053572758343,SAE,SAE,0,0
9370,3,0,3,0,1,first game first play dat can fuck my bitch,2,0.726436495980846,SAE,AAE,0,1
16601,3,0,3,0,1,rt linnykravtiz the mona lisa couldve been a bad bitch,2,0.7269764919912194,SAE,AAE,0,1
17983,3,0,3,0,1,rt tedofficialpage your opinion is irrelevant because you are a cunt,2,0.0026111630368996757,SAE,SAE,0,0
7670,3,0,2,1,1,a nicca need a maid str8up,2,0.9646426885254765,AAE,AAE,1,1
24432,3,0,3,0,1,hold on bitch im about to pray then after that imma grab the bible,2,0.8809164301609627,AAE,AAE,1,1
20041,3,0,3,0,1,rt mabelsay hoes be calling hoes hoes when they know they just as much of a hoe as the other hoe they calling a hoe,2,0.8986288817227913,AAE,AAE,1,1
16995,3,0,3,0,1,rt naziabee 1waynostra so jus dont be faithful cus u never kno what your bitch doing lmao,2,0.9123410926320069,AAE,AAE,1,1
14709,3,0,3,0,1,rt bidenshairplugs id like to issue a formal apology to israel for our piece of shit antisemitic president and his retarded secretary o,2,0.03877373725039634,SAE,SAE,0,0
9549,6,1,5,0,1,fuck this mexican bitch she talks too much she thinks shes an ivy league scholar,2,0.17798076147782937,SAE,SAE,0,0
20346,3,0,0,3,2,rt reidk_97 flappy bird is dusty,0,0.14136440189403507,SAE,SAE,0,0
12016,3,0,3,0,1,im a westside niggah so you know im rockin wit game,2,0.9240067118997515,AAE,AAE,1,1
20222,3,0,3,0,1,rt oddfuckingtaco if i was a girl like that u would probably eat my pussy jasper,2,0.4498936292151839,SAE,SAE,0,0
16881,3,1,2,0,1,rt moneymakers_ent bitch youre retarded rt thevinnette men that cook should wear panties too,2,0.4483327910156201,SAE,SAE,0,0
6956,3,0,3,0,1,nicolleashby now im chewy high with a hard ass dick ooh there goes my pager could it be a trick bitch,2,0.5531338098017334,SAE,SAE,0,0
1634,3,0,3,0,1,vishaldagod fuck a wcw dats my bitch not my crush,2,0.7348472418079613,SAE,AAE,0,1
3615,3,0,3,0,1,issa_gold u think that dream has anything to do with those two dumb bitches in san diego lol,2,0.1497100110745929,SAE,SAE,0,0
17480,3,0,3,0,1,rt reverendgrim god bless those delusional bitches still trying to keep duck face alive,2,0.46695348450379875,SAE,SAE,0,0
16874,3,1,2,0,1,rt mobilesuitkwamz just swing muhfugginjkells thats why i fucked yo bitch i meanwhat can you say back to that,2,0.6962213617855144,SAE,AAE,0,1
8115,3,0,3,0,1,baby pussy cant be your only hustle unless u bad as naomi russelli mean a lot of ppl got moneyso basically russell aint the only russell,2,0.7164664719545025,SAE,AAE,0,1
12651,3,0,3,0,1,left a nice little message in his inbox so he deleted the comment where he called me a bitch these,2,0.6003797759875076,SAE,AAE,0,1
5824,3,0,3,0,1,britneyspears not that it matters but im proud of ur little ass im n old southern bitch hang n there baby,2,0.6467681542473637,SAE,AAE,0,1
18586,3,2,1,0,0,rt yoshortyma ill kill this bitch no hesitation,1,0.8159179661604689,AAE,AAE,1,1
213,3,0,3,0,1,poemsporn quote this tweet with your favorite animalpussy,2,0.009072659094191188,SAE,SAE,0,0
8756,3,0,1,2,2,conocí tus ojos negros y ahora si que no puedo vivir sin ellos,0,4.246620900685302e-05,SAE,SAE,0,0
8267,3,0,3,0,1,bitch ass people are the first to call someone out for being a bitch,2,0.3101521888434656,SAE,SAE,0,0
13375,3,0,3,0,1,my job some hoes how you gonna call at 734 talking bout come to work at 8 ummm no im staying in bed,2,0.5933694493317498,SAE,SAE,0,0
12578,3,0,0,3,2,la mÁquina una vez en japón 5 japoneses crearon una máquina que atrapaba ladrones primero la máquina la,0,1.980719883970284e-05,SAE,SAE,0,0
10072,3,0,3,0,1,hey ladies can i ask you a question why do yall niggas be so fkn lame it be the baddest bitches wit the lamest niggas,2,0.762582279202523,SAE,AAE,0,1
22513,3,0,3,0,1,this girl legit looks like a pig kiss imik you bitch,2,0.10745819726938563,SAE,SAE,0,0
8382,3,0,3,0,1,boy yo bitch a lame dont nobody know her but you,2,0.9629742214059412,AAE,AAE,1,1
12517,3,0,3,0,1,karmas a bitch i guess you should of loved the old me,2,0.06447127201977365,SAE,SAE,0,0
23190,6,0,6,0,1,when it start thundering bitches be like i wana cuddle naw bitch you just wana excuse to suck a dick you and mimi sit tf down in a corner,2,0.7348161435389698,SAE,AAE,0,1
17642,6,0,6,0,1,rt sexualtruth jesus turns water into wine instagram turns busted bitches into dimes,2,0.15579989401943523,SAE,SAE,0,0
369,3,0,0,3,2,metroadlib colored contacts in your eyes blinders on mine cause i cant see you at all lmao,0,0.15123748638687204,SAE,SAE,0,0
4773,3,0,0,3,2,sammy_sicko get me a bag of those pink n white coloured van sweets please thanks dude,0,0.14059900678980547,SAE,SAE,0,0
9601,3,0,3,0,1,fuk dat bitch lol dropolo voice,2,0.995722101449642,AAE,AAE,1,1
19029,3,0,3,0,1,rt baeelectronica this is genius rt philthycleo you fat nigga so is this pussy since we statin facts,2,0.606622807210275,SAE,AAE,0,1
3256,3,1,2,0,1,fit4lifemike chanelisabeth shut up fuckin beaner,2,0.2383063221306757,SAE,SAE,0,0
882,3,0,3,0,1,pornandroidiphoneipadsexxxx beach caught a girl rubbing her pussy in nude beach,2,0.29433749355391536,SAE,SAE,0,0
6964,3,1,2,0,1,nopopularity_ lmaoo one nigga had that 2nd pic as looove that pussy from popeyes lmaoo that shit killed me,2,0.8338908619766827,AAE,AAE,1,1
17360,3,0,3,0,1,rt queenreenie_ how bitch how _vontethekidd how is this ok,2,0.2761547265345066,SAE,SAE,0,0
1393,3,0,3,0,1,kyariesda4 ginobli dropping them bitches like a delta line,2,0.8793951664328581,AAE,AAE,1,1
2502,3,1,2,0,1,angllee2500 aint nobody offending u fuckin peckerwoods i despise of a no good white ungrateful honkey,2,0.6719267702849256,SAE,AAE,0,1
11274,3,0,0,3,2,i took 2 rebel vs yankee tests 40 questions accents word usage and scored a total of 475 rebel vs 525 yankee in southern pa,0,0.0022544860889428557,SAE,SAE,0,0
1771,3,0,3,0,1,d6_9b dora her table manners shes eating like a sloppy hoe,2,0.5014358390599112,SAE,SAE,0,0
17415,3,0,3,0,1,rt ramen_odicho assyria got hella hoes,2,0.9416720801454078,AAE,AAE,1,1
21332,4,0,4,0,1,slide in that hoe dms like,2,0.9573342761173883,AAE,AAE,1,1
16592,3,0,3,0,1,rt lilreese300 this bitch must b from jojo world,2,0.9424366328138193,AAE,AAE,1,1
15942,3,0,3,0,1,rt i_be_koolz leave ya kids unattended cause u wanna turn up i hate u fertile hoes,2,0.9659207846859866,AAE,AAE,1,1
8791,3,0,3,0,1,crystal got all the hoes,2,0.7274436233272168,SAE,AAE,0,1
20225,3,0,3,0,1,rt odotkay mothers day is n 16 mins yall bitches picked yall kids up from yo mama house so u can have 24hrs of custody n instagram p,2,0.8502487020268261,AAE,AAE,1,1
378,3,0,3,0,1,ortiz_jaylene all i see is brunos bitch ass on my twitter now wtf brunos all that she sees drake voice,2,0.4420026190481763,SAE,SAE,0,0
9905,3,0,3,0,1,halloweens over and bitches still playing roles,2,0.4739821286931945,SAE,SAE,0,0
9416,3,0,3,0,1,for such bold people confrontation seems to make bitches out of alot of you,2,0.2574873057918531,SAE,SAE,0,0
17859,3,0,1,2,2,rt sttbs73 i see the crazy teabaggers have given up on defunding obamacare and have moved on to using veterans 1mvetmarch,0,0.02170798101851543,SAE,SAE,0,0
17805,3,0,3,0,1,rt stayliftedd_ anxiety is a bitch,2,0.16073801605831578,SAE,SAE,0,0
8487,3,0,3,0,1,but she can shade the shit out a bitch rt axolrose yourwifecantread,2,0.8904826379445507,AAE,AAE,1,1
19929,3,0,3,0,1,rt laurenramirez16 satsuiyeshadou bitch nigga,2,0.9955647836526429,AAE,AAE,1,1
21116,3,0,0,3,2,seeing another baseball team just makes me wanna book my yankees trip right now,0,0.01709505808797777,SAE,SAE,0,0
24270,3,1,2,0,1,done with all the riff raff bitchin with your bitch assss,2,0.42735710861975856,SAE,SAE,0,0
19526,3,0,1,2,2,rt hoadie1006 vermontgirlsbelike my hick accent comes out when i get around my family vermontproblems thisisvt,0,0.04677654361200851,SAE,SAE,0,0
1509,3,0,3,0,1,rawritstaraa trust these bitches nah,2,0.9968233084273347,AAE,AAE,1,1
12875,3,0,3,0,1,lmfaoooo fizz baby mama snatched that bitch soul,2,0.9937870767838097,AAE,AAE,1,1
18642,3,0,3,0,1,rt _ad4 why all ghetto chicks gotta smell like lovespell or that cucumber shit bath body works,2,0.5928278268314147,SAE,SAE,0,0
18985,3,0,3,0,1,rt antijokeapple mom ive had it im dropping out excuse me im done with fake bitches the hw all of it done ur in 2nd grad,2,0.30364798874202575,SAE,SAE,0,0
23247,3,1,2,0,1,where is vrsl that nigger owes me 10 bucks,2,0.0420671873197568,SAE,SAE,0,0
14461,3,0,0,3,2,rt advicetowriters a bird doesnt sing because it has an answer it sings because it has a song maya angelou poetry writing,0,0.0738860171785739,SAE,SAE,0,0
19326,3,0,3,0,1,rt donnyoraha dont fucks with u hoe,2,0.9711559255232689,AAE,AAE,1,1
13000,3,0,3,0,1,luda said that his bitch bad well mine looks better in any weather lol,2,0.38097875595371483,SAE,SAE,0,0
10460,3,1,2,0,1,i dog hoes not one but all hoes,2,0.7208692015126331,SAE,AAE,0,1
8079,3,0,3,0,1,awe did i cut you off and make you mad thats too dam bad shoulda been going the fucking speed limit bitch,2,0.37762229812021136,SAE,SAE,0,0
2647,3,0,3,0,1,bigdaddysniper you far asf too nigguh,2,0.35574314073325,SAE,SAE,0,0
13084,3,1,0,2,2,marcus smart belongs on the celtics both trash it was destiny,0,0.7434526216042012,SAE,AAE,0,1
10641,3,0,3,0,1,i got hella hoes,2,0.8797980134493395,AAE,AAE,1,1
14776,3,0,3,0,1,rt bmorepocahontas asking his kids if they brought an apple for the teacher hes such a queer,2,0.019952164884810723,SAE,SAE,0,0
16394,3,0,3,0,1,rt kimburrleeeanne loyalty is not dead gtfo dont marginalize me bitch,2,0.7048949607133926,SAE,AAE,0,1
14150,3,1,2,0,1,person my new years resolution is to not be a jackass to everyone me yeah and im going to buy a ps3 im not retarded,2,0.042323674998172585,SAE,SAE,0,0
22510,3,0,3,0,1,this girl asked me why i call girl bitches why not they go out with panties on basically and brag about how good they are sucking dick,2,0.5127406273074814,SAE,SAE,0,0
9710,3,0,3,0,1,glad i bossed up on my old hoes,2,0.8939526493797587,AAE,AAE,1,1
4170,3,0,3,0,1,matt_schiffer tcobryce nah its bc im a bad bitch,2,0.5964619945992423,SAE,SAE,0,0
20124,3,0,3,0,1,rt mirah_101 i think im addicted to naked pictures and sitting taking bout bitches that we almost had,2,0.39120226528365704,SAE,SAE,0,0
19195,3,1,2,0,1,rt cocoqte rt supbishes lol rt joanna52011 rt lettuceprey8 just so u faggots know,2,0.273762131313713,SAE,SAE,0,0
13314,3,0,3,0,1,my bitches pop that pussypop that gum and pop pills,2,0.7703752587759135,SAE,AAE,0,1
22188,3,0,3,0,1,these bitches funny like mike epps,2,0.9917952905617735,AAE,AAE,1,1
17400,3,0,3,0,1,rt rafidangelo my pussy tastes like pumpkin spice latte lana del basic,2,0.16440522699436913,SAE,SAE,0,0
16501,3,2,1,0,0,rt lady_blahblah furrybah in my paypay voice rt 80sbaby4life the hoes are for everybody my nigga,1,0.8292299011859171,AAE,AAE,1,1
2245,3,0,3,0,1,1 thang i know these bitches come n go so keep em out your bussiness,2,0.932643106495813,AAE,AAE,1,1
14944,3,1,2,0,1,rt capotoheaven niggas will cheat and not even know that bitch name that shit aint cheating,2,0.923357777495427,AAE,AAE,1,1
9247,6,0,6,0,1,everybody fucking everybody bitch everybody with the shit thats life,2,0.9260196061005758,AAE,AAE,1,1
17704,3,1,2,0,1,rt shreddybrady how close i am to slapping a bitch,2,0.18232528953550148,SAE,SAE,0,0
11926,3,0,3,0,1,if you dont say thank you after someone holds the door open for you youre a bitch,2,0.06533760686923017,SAE,SAE,0,0
24744,3,0,3,0,1,my pussy pops severely and yours dont,2,0.5632259060831756,SAE,SAE,0,0
1913,3,0,3,0,1,prissyneeer whereyohussleat smh they gotta grow up at least you know these bitches want to be you i swear,2,0.7615105611099668,SAE,AAE,0,1
20750,3,0,3,0,1,rt waymoflydenu why yall hoes in such a hurry to be single mothers,2,0.6755119555227681,SAE,AAE,0,1
926,3,0,3,0,1,real rt imtoomuch rt d_lac rt weavuschrist rt tone314 dont tell me if my gf was a hoe before me if im happy,2,0.7093909880575249,SAE,AAE,0,1
12958,3,0,2,1,1,look at this pussy yatchakhannah,2,0.8346944335583876,AAE,AAE,1,1
20891,3,0,0,3,2,rt zippy1981 voretaq7 from a tdd pov linux is just a mock for the kernel of the gnuhurd system,0,0.0023775895898245293,SAE,SAE,0,0
8892,3,0,3,0,1,dat bitch wild as shit lls,2,0.9970382231029312,AAE,AAE,1,1
20575,3,0,2,1,1,rt thehighestpeak_ flavaaaaa in ya ear that hoe live lol,2,0.9496240984269061,AAE,AAE,1,1
11208,3,0,3,0,1,i swear nobody can complain about hoe early they have to wake up to go to work because nobody wakes up at 2am to get ready,2,0.4887995020493211,SAE,SAE,0,0
2753,3,0,3,0,1,briscoefunnyguy _kaeejones da fuck that hoe look sad,2,0.8378334817177058,AAE,AAE,1,1
4197,3,0,3,0,1,melissastetten lovin all the pussy pics,2,0.6635201610767056,SAE,AAE,0,1
